,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
703,"After Allison and Scott went to the office, Allison gave a kiss to","After Allison and Scott went to the office, Jose gave a kiss to","After Allison and Scott went to the office, Scott gave a kiss to",4746,33461
808,"Then, Travis and Charles were thinking about going to the school. Travis wanted to give a snack to","Then, Travis and Charles were thinking about going to the school. Daniel wanted to give a snack to","Then, Travis and Charles were thinking about going to the school. Charles wanted to give a snack to",7516,19804
807,"Then, Michelle and Mary had a lot of fun at the office. Mary gave a snack to","Then, Michelle and Mary had a lot of fun at the office. Scott gave a snack to","Then, Michelle and Mary had a lot of fun at the office. Michelle gave a snack to",16738,5335
648,"Then, William and Daniel were working at the store. William decided to give a ring to","Then, William and Daniel were working at the store. Jennifer decided to give a ring to","Then, William and Daniel were working at the store. Daniel decided to give a ring to",7806,3977
330,"After Kyle and Alexander went to the school, Kyle gave a computer to","After Kyle and Alexander went to the school, James gave a computer to","After Kyle and Alexander went to the school, Alexander gave a computer to",10009,14316
195,"When Ashley and Paul got a ring at the hospital, Ashley decided to give it to","When Ashley and Paul got a ring at the hospital, David decided to give it to","When Ashley and Paul got a ring at the hospital, Paul decided to give it to",3362,20899
855,"Then, Jason and Jeffrey went to the office. Jason gave a snack to","Then, Jason and Jeffrey went to the office. John gave a snack to","Then, Jason and Jeffrey went to the office. Jeffrey gave a snack to",19627,8982
895,"After Megan and Erin went to the house, Erin gave a drink to","After Megan and Erin went to the house, Christine gave a drink to","After Megan and Erin went to the house, Megan gave a drink to",27616,28894
141,"Then, Lauren and Shannon were thinking about going to the restaurant. Shannon wanted to give a computer to","Then, Lauren and Shannon were thinking about going to the restaurant. Anthony wanted to give a computer to","Then, Lauren and Shannon were thinking about going to the restaurant. Lauren wanted to give a computer to",25672,28108
819,"Then, Alicia and Lindsey went to the hospital. Alicia gave a ring to","Then, Alicia and Lindsey went to the hospital. Brandon gave a ring to","Then, Alicia and Lindsey went to the hospital. Lindsey gave a ring to",30334,39607
987,"Then, Paul and Bryan had a lot of fun at the school. Bryan gave a necklace to","Then, Paul and Bryan had a lot of fun at the school. Megan gave a necklace to","Then, Paul and Bryan had a lot of fun at the school. Paul gave a necklace to",3362,17857
31,"When Jonathan and Kelly got a necklace at the hospital, Kelly decided to give it to","When Jonathan and Kelly got a necklace at the hospital, Rebecca decided to give it to","When Jonathan and Kelly got a necklace at the hospital, Jonathan decided to give it to",11232,9077
784,"Then, Scott and Samuel had a lot of fun at the house. Samuel gave a basketball to","Then, Scott and Samuel had a lot of fun at the house. Tiffany gave a basketball to","Then, Scott and Samuel had a lot of fun at the house. Scott gave a basketball to",4746,17100
370,"Then, Bradley and Benjamin went to the station. Benjamin gave a ring to","Then, Bradley and Benjamin went to the station. Alexander gave a ring to","Then, Bradley and Benjamin went to the station. Bradley gave a ring to",16182,14533
463,"Then, Dustin and Amy went to the restaurant. Dustin gave a bone to","Then, Dustin and Amy went to the restaurant. Lindsay gave a bone to","Then, Dustin and Amy went to the restaurant. Amy gave a bone to",14235,37616
596,"Then, Cody and Kyle had a long argument, and afterwards Kyle said to","Then, Cody and Kyle had a long argument, and afterwards Stephen said to","Then, Cody and Kyle had a long argument, and afterwards Cody said to",27035,14316
407,"Then, Christina and Paul were working at the hospital. Christina decided to give a ring to","Then, Christina and Paul were working at the hospital. William decided to give a ring to","Then, Christina and Paul were working at the hospital. Paul decided to give a ring to",3362,33673
538,"Then, Anthony and Katherine had a lot of fun at the house. Anthony gave a bone to","Then, Anthony and Katherine had a lot of fun at the house. Nicholas gave a bone to","Then, Anthony and Katherine had a lot of fun at the house. Katherine gave a bone to",32719,9953
296,"When Nicholas and Aaron got a necklace at the office, Aaron decided to give it to","When Nicholas and Aaron got a necklace at the office, Amanda decided to give it to","When Nicholas and Aaron got a necklace at the office, Nicholas decided to give it to",20320,12139
578,"Then, Sarah and Patrick were working at the restaurant. Patrick decided to give a basketball to","Then, Sarah and Patrick were working at the restaurant. Robert decided to give a basketball to","Then, Sarah and Patrick were working at the restaurant. Sarah decided to give a basketball to",10490,9925
667,"Then, Allison and Jose went to the store. Allison gave a drink to","Then, Allison and Jose went to the store. Courtney gave a drink to","Then, Allison and Jose went to the store. Jose gave a drink to",5264,33461
723,"Then, Angela and Nathan went to the garden. Nathan gave a necklace to","Then, Angela and Nathan went to the garden. Jamie gave a necklace to","Then, Angela and Nathan went to the garden. Angela gave a necklace to",17799,18106
60,"Then, Angela and Christopher had a lot of fun at the station. Angela gave a kiss to","Then, Angela and Christopher had a lot of fun at the station. Sarah gave a kiss to","Then, Angela and Christopher had a lot of fun at the station. Christopher gave a kiss to",12803,17799
2,"Then, Sean and Christopher were working at the garden. Christopher decided to give a computer to","Then, Sean and Christopher were working at the garden. Rebecca decided to give a computer to","Then, Sean and Christopher were working at the garden. Sean decided to give a computer to",11465,12803
553,"Then, Courtney and Christine were thinking about going to the house. Courtney wanted to give a drink to","Then, Courtney and Christine were thinking about going to the house. Adam wanted to give a drink to","Then, Courtney and Christine were thinking about going to the house. Christine wanted to give a drink to",26088,36677
344,"Then, Stephen and Megan were thinking about going to the store. Megan wanted to give a necklace to","Then, Stephen and Megan were thinking about going to the store. Sarah wanted to give a necklace to","Then, Stephen and Megan were thinking about going to the store. Stephen wanted to give a necklace to",7970,27616
564,"Then, Kimberly and Travis were thinking about going to the store. Travis wanted to give a bone to","Then, Kimberly and Travis were thinking about going to the store. Charles wanted to give a bone to","Then, Kimberly and Travis were thinking about going to the store. Kimberly wanted to give a bone to",48685,19804
747,"After Matthew and Joseph went to the garden, Joseph gave a snack to","After Matthew and Joseph went to the garden, Timothy gave a snack to","After Matthew and Joseph went to the garden, Matthew gave a snack to",9308,7212
184,"Then, Kyle and Samuel had a lot of fun at the school. Kyle gave a kiss to","Then, Kyle and Samuel had a lot of fun at the school. Ashley gave a kiss to","Then, Kyle and Samuel had a lot of fun at the school. Samuel gave a kiss to",17100,14316
427,"After Andrea and Ryan went to the station, Andrea gave a ring to","After Andrea and Ryan went to the station, Samantha gave a ring to","After Andrea and Ryan went to the station, Ryan gave a ring to",6047,23174
763,"Then, Katherine and Anthony went to the station. Katherine gave a bone to","Then, Katherine and Anthony went to the station. Jacob gave a bone to","Then, Katherine and Anthony went to the station. Anthony gave a bone to",9953,32719
132,"Then, Brittany and James went to the school. Brittany gave a snack to","Then, Brittany and James went to the school. Benjamin gave a snack to","Then, Brittany and James went to the school. James gave a snack to",3700,48773
445,"Then, Justin and Christina went to the store. Justin gave a ring to","Then, Justin and Christina went to the store. Lisa gave a ring to","Then, Justin and Christina went to the store. Christina gave a ring to",33673,10799
443,"Then, Dustin and Erica had a lot of fun at the garden. Erica gave a necklace to","Then, Dustin and Erica had a lot of fun at the garden. Ryan gave a necklace to","Then, Dustin and Erica had a lot of fun at the garden. Dustin gave a necklace to",37616,45187
118,"Then, Tyler and John had a long argument, and afterwards John said to","Then, Tyler and John had a long argument, and afterwards Jason said to","Then, Tyler and John had a long argument, and afterwards Tyler said to",14886,1757
218,"Then, Thomas and Angela had a lot of fun at the restaurant. Thomas gave a ring to","Then, Thomas and Angela had a lot of fun at the restaurant. Lindsey gave a ring to","Then, Thomas and Angela had a lot of fun at the restaurant. Angela gave a ring to",17799,5658
935,"Then, Katherine and James went to the hospital. James gave a bone to","Then, Katherine and James went to the hospital. Christina gave a bone to","Then, Katherine and James went to the hospital. Katherine gave a bone to",32719,3700
98,"Then, Dustin and Kimberly were thinking about going to the hospital. Kimberly wanted to give a computer to","Then, Dustin and Kimberly were thinking about going to the hospital. Travis wanted to give a computer to","Then, Dustin and Kimberly were thinking about going to the hospital. Dustin wanted to give a computer to",37616,48685
15,"When Anthony and Robert got a basketball at the office, Robert decided to give it to","When Anthony and Robert got a basketball at the office, Joshua decided to give it to","When Anthony and Robert got a basketball at the office, Anthony decided to give it to",9953,5199
315,"Then, Benjamin and Christopher had a lot of fun at the school. Benjamin gave a basketball to","Then, Benjamin and Christopher had a lot of fun at the school. Richard gave a basketball to","Then, Benjamin and Christopher had a lot of fun at the school. Christopher gave a basketball to",12803,14533
345,"Then, Kelly and Andrea were thinking about going to the garden. Andrea wanted to give a computer to","Then, Kelly and Andrea were thinking about going to the garden. Allison wanted to give a computer to","Then, Kelly and Andrea were thinking about going to the garden. Kelly wanted to give a computer to",9077,23174
3,"Then, Sarah and Amber went to the office. Sarah gave a kiss to","Then, Sarah and Amber went to the office. Lindsay gave a kiss to","Then, Sarah and Amber went to the office. Amber gave a kiss to",21896,10490
612,"After Ashley and Amanda went to the store, Ashley gave a ring to","After Ashley and Amanda went to the store, Laura gave a ring to","After Ashley and Amanda went to the store, Amanda gave a ring to",23040,20899
892,"Then, Joseph and Scott were thinking about going to the restaurant. Joseph wanted to give a kiss to","Then, Joseph and Scott were thinking about going to the restaurant. Andrew wanted to give a kiss to","Then, Joseph and Scott were thinking about going to the restaurant. Scott wanted to give a kiss to",4746,7212
841,"Then, John and Joseph were working at the store. Joseph decided to give a bone to","Then, John and Joseph were working at the store. Lindsey decided to give a bone to","Then, John and Joseph were working at the store. John decided to give a bone to",1757,7212
65,"Then, Eric and Charles went to the school. Eric gave a computer to","Then, Eric and Charles went to the school. Travis gave a computer to","Then, Eric and Charles went to the school. Charles gave a computer to",7516,7651
99,"Then, Katherine and Richard had a lot of fun at the garden. Katherine gave a bone to","Then, Katherine and Richard had a lot of fun at the garden. Jennifer gave a bone to","Then, Katherine and Richard had a lot of fun at the garden. Richard gave a bone to",6219,32719
485,"Then, Michael and Melissa went to the house. Michael gave a kiss to","Then, Michael and Melissa went to the house. Erin gave a kiss to","Then, Michael and Melissa went to the house. Melissa gave a kiss to",24164,3899
711,"Then, Jacob and Kevin were thinking about going to the store. Jacob wanted to give a computer to","Then, Jacob and Kevin were thinking about going to the store. Vanessa wanted to give a computer to","Then, Jacob and Kevin were thinking about going to the store. Kevin wanted to give a computer to",7939,12806
938,"Then, Travis and Kristen were working at the house. Travis decided to give a ring to","Then, Travis and Kristen were working at the house. Amy decided to give a ring to","Then, Travis and Kristen were working at the house. Kristen decided to give a ring to",44467,19804
898,"Then, Patrick and Vanessa went to the garden. Vanessa gave a bone to","Then, Patrick and Vanessa went to the garden. Laura gave a bone to","Then, Patrick and Vanessa went to the garden. Patrick gave a bone to",9925,42100
827,"After Nicole and Stephen went to the station, Stephen gave a necklace to","After Nicole and Stephen went to the station, Erin gave a necklace to","After Nicole and Stephen went to the station, Nicole gave a necklace to",25176,7970
1,"When David and Jonathan got a kiss at the house, David decided to give it to","When David and Jonathan got a kiss at the house, Benjamin decided to give it to","When David and Jonathan got a kiss at the house, Jonathan decided to give it to",11232,3271
170,"Then, Patrick and Dustin had a long argument, and afterwards Patrick said to","Then, Patrick and Dustin had a long argument, and afterwards David said to","Then, Patrick and Dustin had a long argument, and afterwards Dustin said to",37616,9925
774,"Then, Jacob and Alicia went to the office. Alicia gave a necklace to","Then, Jacob and Alicia went to the office. Danielle gave a necklace to","Then, Jacob and Alicia went to the office. Jacob gave a necklace to",12806,39607
97,"Then, Bryan and Emily were working at the garden. Bryan decided to give a basketball to","Then, Bryan and Emily were working at the garden. Ashley decided to give a basketball to","Then, Bryan and Emily were working at the garden. Emily decided to give a basketball to",17608,17857
267,"Then, Cody and Charles were working at the school. Cody decided to give a computer to","Then, Cody and Charles were working at the school. Michael decided to give a computer to","Then, Cody and Charles were working at the school. Charles decided to give a computer to",7516,27035
842,"Then, Courtney and Vanessa had a long argument, and afterwards Courtney said to","Then, Courtney and Vanessa had a long argument, and afterwards Katie said to","Then, Courtney and Vanessa had a long argument, and afterwards Vanessa said to",42100,36677
309,"Then, Robert and Angela had a long argument, and afterwards Angela said to","Then, Robert and Angela had a long argument, and afterwards Matthew said to","Then, Robert and Angela had a long argument, and afterwards Robert said to",5199,17799
712,"Then, Daniel and Travis were thinking about going to the house. Travis wanted to give a ring to","Then, Daniel and Travis were thinking about going to the house. Allison wanted to give a ring to","Then, Daniel and Travis were thinking about going to the house. Daniel wanted to give a ring to",7806,19804
656,"After Emily and Thomas went to the office, Emily gave a snack to","After Emily and Thomas went to the office, Jose gave a snack to","After Emily and Thomas went to the office, Thomas gave a snack to",5658,17608
761,"After Lauren and Andrew went to the garden, Andrew gave a bone to","After Lauren and Andrew went to the garden, John gave a bone to","After Lauren and Andrew went to the garden, Lauren gave a bone to",25672,6858
536,"Then, Scott and Tiffany had a long argument, and afterwards Tiffany said to","Then, Scott and Tiffany had a long argument, and afterwards Jacob said to","Then, Scott and Tiffany had a long argument, and afterwards Scott said to",4746,40928
103,"Then, Stephanie and Bradley were working at the station. Stephanie decided to give a kiss to","Then, Stephanie and Bradley were working at the station. Samuel decided to give a kiss to","Then, Stephanie and Bradley were working at the station. Bradley decided to give a kiss to",16182,26085
752,"Then, Stephanie and Adam were working at the hospital. Adam decided to give a kiss to","Then, Stephanie and Adam were working at the hospital. Andrew decided to give a kiss to","Then, Stephanie and Adam were working at the hospital. Stephanie decided to give a kiss to",26085,7244
342,"After Nicole and Charles went to the school, Charles gave a computer to","After Nicole and Charles went to the school, Amy gave a computer to","After Nicole and Charles went to the school, Nicole gave a computer to",25176,7516
113,"Then, Jeremy and Joshua were working at the school. Joshua decided to give a necklace to","Then, Jeremy and Joshua were working at the school. James decided to give a necklace to","Then, Jeremy and Joshua were working at the school. Jeremy decided to give a necklace to",11753,20700
922,"Then, Justin and Jessica were working at the garden. Jessica decided to give a snack to","Then, Justin and Jessica were working at the garden. Courtney decided to give a snack to","Then, Justin and Jessica were working at the garden. Justin decided to give a snack to",10799,17352
353,"Then, Cody and Jennifer were thinking about going to the station. Cody wanted to give a snack to","Then, Cody and Jennifer were thinking about going to the station. Jose wanted to give a snack to","Then, Cody and Jennifer were thinking about going to the station. Jennifer wanted to give a snack to",16348,27035
627,"Then, Jose and Sara were working at the store. Sara decided to give a necklace to","Then, Jose and Sara were working at the store. Mark decided to give a necklace to","Then, Jose and Sara were working at the store. Jose decided to give a necklace to",5264,24799
889,"After Samantha and Adam went to the office, Adam gave a necklace to","After Samantha and Adam went to the office, Kyle gave a necklace to","After Samantha and Adam went to the office, Samantha gave a necklace to",34778,7244
925,"Then, Alexander and Laura were thinking about going to the garden. Laura wanted to give a computer to","Then, Alexander and Laura were thinking about going to the garden. Allison wanted to give a computer to","Then, Alexander and Laura were thinking about going to the garden. Alexander wanted to give a computer to",10009,16753
506,"Then, Kyle and Jennifer had a long argument, and afterwards Kyle said to","Then, Kyle and Jennifer had a long argument, and afterwards Patrick said to","Then, Kyle and Jennifer had a long argument, and afterwards Jennifer said to",16348,14316
521,"When Courtney and Kenneth got a basketball at the hospital, Courtney decided to give it to","When Courtney and Kenneth got a basketball at the hospital, Gregory decided to give it to","When Courtney and Kenneth got a basketball at the hospital, Kenneth decided to give it to",23632,36677
408,"Then, Matthew and Bryan were thinking about going to the station. Bryan wanted to give a ring to","Then, Matthew and Bryan were thinking about going to the station. Kristen wanted to give a ring to","Then, Matthew and Bryan were thinking about going to the station. Matthew wanted to give a ring to",9308,17857
357,"Then, Jamie and Jason had a long argument, and afterwards Jason said to","Then, Jamie and Jason had a long argument, and afterwards Ryan said to","Then, Jamie and Jason had a long argument, and afterwards Jamie said to",17826,8982
792,"Then, Nathan and Bradley went to the garden. Bradley gave a kiss to","Then, Nathan and Bradley went to the garden. Patrick gave a kiss to","Then, Nathan and Bradley went to the garden. Nathan gave a kiss to",18106,16182
624,"After Nicole and Richard went to the garden, Nicole gave a necklace to","After Nicole and Richard went to the garden, Kimberly gave a necklace to","After Nicole and Richard went to the garden, Richard gave a necklace to",6219,25176
47,"Then, Lisa and Lindsay were working at the store. Lisa decided to give a snack to","Then, Lisa and Lindsay were working at the store. Kristen decided to give a snack to","Then, Lisa and Lindsay were working at the store. Lindsay decided to give a snack to",33127,15378
314,"Then, Rachel and Matthew were working at the station. Rachel decided to give a ring to","Then, Rachel and Matthew were working at the station. Timothy decided to give a ring to","Then, Rachel and Matthew were working at the station. Matthew decided to give a ring to",9308,15984
211,"Then, Aaron and Amy had a long argument, and afterwards Aaron said to","Then, Aaron and Amy had a long argument, and afterwards Jamie said to","Then, Aaron and Amy had a long argument, and afterwards Amy said to",14235,12139
988,"After Laura and Timothy went to the office, Laura gave a ring to","After Laura and Timothy went to the office, Crystal gave a ring to","After Laura and Timothy went to the office, Timothy gave a ring to",22283,16753
319,"Then, Joseph and Samantha were thinking about going to the station. Joseph wanted to give a snack to","Then, Joseph and Samantha were thinking about going to the station. Emily wanted to give a snack to","Then, Joseph and Samantha were thinking about going to the station. Samantha wanted to give a snack to",34778,7212
378,"Then, Rachel and Amber were thinking about going to the restaurant. Amber wanted to give a drink to","Then, Rachel and Amber were thinking about going to the restaurant. Stephen wanted to give a drink to","Then, Rachel and Amber were thinking about going to the restaurant. Rachel wanted to give a drink to",15984,21896
582,"Then, Lindsey and Daniel were thinking about going to the store. Lindsey wanted to give a bone to","Then, Lindsey and Daniel were thinking about going to the store. Amanda wanted to give a bone to","Then, Lindsey and Daniel were thinking about going to the store. Daniel wanted to give a bone to",7806,30334
355,"After Andrea and Heather went to the hospital, Heather gave a drink to","After Andrea and Heather went to the hospital, Laura gave a drink to","After Andrea and Heather went to the hospital, Andrea gave a drink to",23174,24253
594,"After Tiffany and Jeremy went to the restaurant, Tiffany gave a snack to","After Tiffany and Jeremy went to the restaurant, Jeffrey gave a snack to","After Tiffany and Jeremy went to the restaurant, Jeremy gave a snack to",11753,40928
145,"After Lindsey and Erin went to the school, Lindsey gave a bone to","After Lindsey and Erin went to the school, Kelly gave a bone to","After Lindsey and Erin went to the school, Erin gave a bone to",28894,30334
825,"When Mark and Michelle got a bone at the office, Mark decided to give it to","When Mark and Michelle got a bone at the office, Nicholas decided to give it to","When Mark and Michelle got a bone at the office, Michelle decided to give it to",16738,2940
453,"Then, Kevin and Lindsay were working at the school. Kevin decided to give a kiss to","Then, Kevin and Lindsay were working at the school. Michelle decided to give a kiss to","Then, Kevin and Lindsay were working at the school. Lindsay decided to give a kiss to",33127,7939
81,"Then, Christine and Paul had a long argument, and afterwards Christine said to","Then, Christine and Paul had a long argument, and afterwards Matthew said to","Then, Christine and Paul had a long argument, and afterwards Paul said to",3362,26088
374,"Then, Samuel and Timothy were thinking about going to the office. Timothy wanted to give a snack to","Then, Samuel and Timothy were thinking about going to the office. Kimberly wanted to give a snack to","Then, Samuel and Timothy were thinking about going to the office. Samuel wanted to give a snack to",17100,22283
36,"Then, Jessica and Angela were working at the school. Angela decided to give a necklace to","Then, Jessica and Angela were working at the school. Samuel decided to give a necklace to","Then, Jessica and Angela were working at the school. Jessica decided to give a necklace to",17352,17799
498,"When Dustin and Jamie got a ring at the station, Jamie decided to give it to","When Dustin and Jamie got a ring at the station, Laura decided to give it to","When Dustin and Jamie got a ring at the station, Dustin decided to give it to",37616,17826
190,"After Christopher and Samuel went to the garden, Samuel gave a kiss to","After Christopher and Samuel went to the garden, Jessica gave a kiss to","After Christopher and Samuel went to the garden, Christopher gave a kiss to",12803,17100
426,"Then, Jonathan and Heather were working at the garden. Heather decided to give a snack to","Then, Jonathan and Heather were working at the garden. Tiffany decided to give a snack to","Then, Jonathan and Heather were working at the garden. Jonathan decided to give a snack to",11232,24253
395,"Then, Christine and Melissa had a lot of fun at the station. Christine gave a computer to","Then, Christine and Melissa had a lot of fun at the station. Erica gave a computer to","Then, Christine and Melissa had a lot of fun at the station. Melissa gave a computer to",24164,26088
581,"Then, Samantha and Richard were thinking about going to the hospital. Samantha wanted to give a ring to","Then, Samantha and Richard were thinking about going to the hospital. Tyler wanted to give a ring to","Then, Samantha and Richard were thinking about going to the hospital. Richard wanted to give a ring to",6219,34778
767,"Then, Samantha and Jamie were thinking about going to the station. Samantha wanted to give a necklace to","Then, Samantha and Jamie were thinking about going to the station. Richard wanted to give a necklace to","Then, Samantha and Jamie were thinking about going to the station. Jamie wanted to give a necklace to",17826,34778
360,"Then, Richard and Erin went to the house. Erin gave a basketball to","Then, Richard and Erin went to the house. Thomas gave a basketball to","Then, Richard and Erin went to the house. Richard gave a basketball to",6219,28894
52,"Then, Bryan and Sean had a long argument, and afterwards Sean said to","Then, Bryan and Sean had a long argument, and afterwards William said to","Then, Bryan and Sean had a long argument, and afterwards Bryan said to",17857,11465
346,"Then, Jamie and Jessica were working at the restaurant. Jamie decided to give a ring to","Then, Jamie and Jessica were working at the restaurant. Nicholas decided to give a ring to","Then, Jamie and Jessica were working at the restaurant. Jessica decided to give a ring to",17352,17826
472,"Then, Tiffany and Sean were working at the restaurant. Tiffany decided to give a necklace to","Then, Tiffany and Sean were working at the restaurant. Vanessa decided to give a necklace to","Then, Tiffany and Sean were working at the restaurant. Sean decided to give a necklace to",11465,40928
165,"After Christina and Kenneth went to the office, Christina gave a basketball to","After Christina and Kenneth went to the office, John gave a basketball to","After Christina and Kenneth went to the office, Kenneth gave a basketball to",23632,33673
437,"Then, Heather and Charles were thinking about going to the office. Heather wanted to give a bone to","Then, Heather and Charles were thinking about going to the office. Anthony wanted to give a bone to","Then, Heather and Charles were thinking about going to the office. Charles wanted to give a bone to",7516,24253
38,"Then, Jennifer and Nathan were working at the school. Nathan decided to give a kiss to","Then, Jennifer and Nathan were working at the school. Amber decided to give a kiss to","Then, Jennifer and Nathan were working at the school. Jennifer decided to give a kiss to",16348,18106
377,"When Ryan and Joseph got a snack at the office, Joseph decided to give it to","When Ryan and Joseph got a snack at the office, Jonathan decided to give it to","When Ryan and Joseph got a snack at the office, Ryan decided to give it to",6047,7212
907,"Then, Michelle and Erica went to the store. Erica gave a basketball to","Then, Michelle and Erica went to the store. Sara gave a basketball to","Then, Michelle and Erica went to the store. Michelle gave a basketball to",16738,45187
189,"Then, Christine and Jeremy had a lot of fun at the school. Christine gave a snack to","Then, Christine and Jeremy had a lot of fun at the school. Kristen gave a snack to","Then, Christine and Jeremy had a lot of fun at the school. Jeremy gave a snack to",11753,26088
465,"Then, Jamie and Lauren had a lot of fun at the garden. Lauren gave a ring to","Then, Jamie and Lauren had a lot of fun at the garden. Adam gave a ring to","Then, Jamie and Lauren had a lot of fun at the garden. Jamie gave a ring to",17826,25672
828,"After Joshua and Ryan went to the restaurant, Joshua gave a necklace to","After Joshua and Ryan went to the restaurant, Jose gave a necklace to","After Joshua and Ryan went to the restaurant, Ryan gave a necklace to",6047,20700
236,"After Vanessa and Sean went to the office, Vanessa gave a basketball to","After Vanessa and Sean went to the office, Angela gave a basketball to","After Vanessa and Sean went to the office, Sean gave a basketball to",11465,42100
964,"Then, Matthew and Amanda had a lot of fun at the restaurant. Amanda gave a ring to","Then, Matthew and Amanda had a lot of fun at the restaurant. Jesse gave a ring to","Then, Matthew and Amanda had a lot of fun at the restaurant. Matthew gave a ring to",9308,23040
614,"Then, Heather and Jonathan were thinking about going to the store. Heather wanted to give a ring to","Then, Heather and Jonathan were thinking about going to the store. Michael wanted to give a ring to","Then, Heather and Jonathan were thinking about going to the store. Jonathan wanted to give a ring to",11232,24253
398,"Then, Tyler and Jesse were working at the restaurant. Tyler decided to give a necklace to","Then, Tyler and Jesse were working at the restaurant. Jeremy decided to give a necklace to","Then, Tyler and Jesse were working at the restaurant. Jesse decided to give a necklace to",18033,14886
32,"Then, Erica and Benjamin went to the house. Erica gave a drink to","Then, Erica and Benjamin went to the house. Lauren gave a drink to","Then, Erica and Benjamin went to the house. Benjamin gave a drink to",14533,45187
50,"When Steven and Tyler got a drink at the office, Steven decided to give it to","When Steven and Tyler got a drink at the office, James decided to give it to","When Steven and Tyler got a drink at the office, Tyler decided to give it to",14886,8239
402,"When Kelly and Steven got a basketball at the office, Steven decided to give it to","When Kelly and Steven got a basketball at the office, Sara decided to give it to","When Kelly and Steven got a basketball at the office, Kelly decided to give it to",9077,8239
781,"Then, Kenneth and Erin went to the hospital. Erin gave a snack to","Then, Kenneth and Erin went to the hospital. Stephanie gave a snack to","Then, Kenneth and Erin went to the hospital. Kenneth gave a snack to",23632,28894
824,"After Christopher and Jamie went to the school, Christopher gave a computer to","After Christopher and Jamie went to the school, Jesse gave a computer to","After Christopher and Jamie went to the school, Jamie gave a computer to",17826,12803
753,"Then, Vanessa and Paul had a long argument, and afterwards Vanessa said to","Then, Vanessa and Paul had a long argument, and afterwards Stephanie said to","Then, Vanessa and Paul had a long argument, and afterwards Paul said to",3362,42100
604,"Then, Laura and Erin went to the station. Laura gave a bone to","Then, Laura and Erin went to the station. Christopher gave a bone to","Then, Laura and Erin went to the station. Erin gave a bone to",28894,16753
927,"After Jennifer and Anthony went to the office, Anthony gave a snack to","After Jennifer and Anthony went to the office, Cody gave a snack to","After Jennifer and Anthony went to the office, Jennifer gave a snack to",16348,9953
952,"Then, Melissa and Alicia were thinking about going to the restaurant. Alicia wanted to give a snack to","Then, Melissa and Alicia were thinking about going to the restaurant. Allison wanted to give a snack to","Then, Melissa and Alicia were thinking about going to the restaurant. Melissa wanted to give a snack to",24164,39607
300,"Then, Lindsey and Heather were working at the house. Lindsey decided to give a kiss to","Then, Lindsey and Heather were working at the house. Jeremy decided to give a kiss to","Then, Lindsey and Heather were working at the house. Heather decided to give a kiss to",24253,30334
269,"After Adam and Alicia went to the hospital, Adam gave a basketball to","After Adam and Alicia went to the hospital, John gave a basketball to","After Adam and Alicia went to the hospital, Alicia gave a basketball to",39607,7244
417,"Then, Amber and Crystal had a lot of fun at the garden. Amber gave a drink to","Then, Amber and Crystal had a lot of fun at the garden. Nicholas gave a drink to","Then, Amber and Crystal had a lot of fun at the garden. Crystal gave a drink to",12969,21896
35,"Then, Nicholas and Mark had a long argument, and afterwards Nicholas said to","Then, Nicholas and Mark had a long argument, and afterwards Lindsay said to","Then, Nicholas and Mark had a long argument, and afterwards Mark said to",2940,20320
778,"Then, Tyler and Andrea were working at the school. Andrea decided to give a drink to","Then, Tyler and Andrea were working at the school. Thomas decided to give a drink to","Then, Tyler and Andrea were working at the school. Tyler decided to give a drink to",14886,23174
994,"Then, Tyler and Allison went to the store. Tyler gave a basketball to","Then, Tyler and Allison went to the store. Samantha gave a basketball to","Then, Tyler and Allison went to the store. Allison gave a basketball to",33461,14886
917,"Then, Joseph and Alicia were working at the hospital. Joseph decided to give a drink to","Then, Joseph and Alicia were working at the hospital. Samantha decided to give a drink to","Then, Joseph and Alicia were working at the hospital. Alicia decided to give a drink to",39607,7212
244,"After Scott and Kenneth went to the office, Kenneth gave a drink to","After Scott and Kenneth went to the office, James gave a drink to","After Scott and Kenneth went to the office, Scott gave a drink to",4746,23632
166,"Then, John and David were thinking about going to the garden. David wanted to give a ring to","Then, John and David were thinking about going to the garden. Mary wanted to give a ring to","Then, John and David were thinking about going to the garden. John wanted to give a ring to",1757,3271
996,"After Vanessa and Christine went to the school, Christine gave a snack to","After Vanessa and Christine went to the school, Christina gave a snack to","After Vanessa and Christine went to the school, Vanessa gave a snack to",42100,26088
916,"Then, Brittany and Charles were working at the office. Brittany decided to give a drink to","Then, Brittany and Charles were working at the office. Andrew decided to give a drink to","Then, Brittany and Charles were working at the office. Charles decided to give a drink to",7516,48773
793,"Then, Rebecca and Brandon went to the office. Rebecca gave a computer to","Then, Rebecca and Brandon went to the office. William gave a computer to","Then, Rebecca and Brandon went to the office. Brandon gave a computer to",14328,23489
616,"Then, Christina and Patrick went to the restaurant. Christina gave a bone to","Then, Christina and Patrick went to the restaurant. Jonathan gave a bone to","Then, Christina and Patrick went to the restaurant. Patrick gave a bone to",9925,33673
812,"After Jason and Christina went to the station, Christina gave a kiss to","After Jason and Christina went to the station, Laura gave a kiss to","After Jason and Christina went to the station, Jason gave a kiss to",8982,33673
