clean,corrupted,correct_idx
The study lasted from the year 1315 to the year 13,The study lasted from the year 1301 to the year 13,15
The existence lasted from the year 1233 to the year 12,The existence lasted from the year 1201 to the year 12,33
The riot lasted from the year 1639 to the year 16,The riot lasted from the year 1601 to the year 16,39
The contact lasted from the year 1518 to the year 15,The contact lasted from the year 1501 to the year 15,18
The practice lasted from the year 1445 to the year 14,The practice lasted from the year 1401 to the year 14,45
The tour lasted from the year 1656 to the year 16,The tour lasted from the year 1601 to the year 16,56
The test lasted from the year 1513 to the year 15,The test lasted from the year 1501 to the year 15,13
The deal lasted from the year 1723 to the year 17,The deal lasted from the year 1701 to the year 17,23
The process lasted from the year 1292 to the year 12,The process lasted from the year 1201 to the year 12,92
The reign lasted from the year 1769 to the year 17,The reign lasted from the year 1701 to the year 17,69
The impact lasted from the year 1730 to the year 17,The impact lasted from the year 1701 to the year 17,30
The existence lasted from the year 1636 to the year 16,The existence lasted from the year 1601 to the year 16,36
The process lasted from the year 1709 to the year 17,The process lasted from the year 1701 to the year 17,9
The operation lasted from the year 1705 to the year 17,The operation lasted from the year 1701 to the year 17,5
The progress lasted from the year 1658 to the year 16,The progress lasted from the year 1601 to the year 16,58
The accord lasted from the year 1771 to the year 17,The accord lasted from the year 1701 to the year 17,71
The case lasted from the year 1708 to the year 17,The case lasted from the year 1701 to the year 17,8
The reign lasted from the year 1543 to the year 15,The reign lasted from the year 1501 to the year 15,43
The contract lasted from the year 1613 to the year 16,The contract lasted from the year 1601 to the year 16,13
The agreement lasted from the year 1533 to the year 15,The agreement lasted from the year 1501 to the year 15,33
The effect lasted from the year 1704 to the year 17,The effect lasted from the year 1701 to the year 17,4
The exchange lasted from the year 1426 to the year 14,The exchange lasted from the year 1401 to the year 14,26
The test lasted from the year 1790 to the year 17,The test lasted from the year 1701 to the year 17,90
The riot lasted from the year 1736 to the year 17,The riot lasted from the year 1701 to the year 17,36
The contact lasted from the year 1413 to the year 14,The contact lasted from the year 1401 to the year 14,13
The impact lasted from the year 1633 to the year 16,The impact lasted from the year 1601 to the year 16,33
The order lasted from the year 1681 to the year 16,The order lasted from the year 1601 to the year 16,81
The trial lasted from the year 1330 to the year 13,The trial lasted from the year 1301 to the year 13,30
The trip lasted from the year 1756 to the year 17,The trip lasted from the year 1701 to the year 17,56
The work lasted from the year 1596 to the year 15,The work lasted from the year 1501 to the year 15,96
The plan lasted from the year 1360 to the year 13,The plan lasted from the year 1301 to the year 13,60
The attack lasted from the year 1226 to the year 12,The attack lasted from the year 1201 to the year 12,26
The program lasted from the year 1224 to the year 12,The program lasted from the year 1201 to the year 12,24
The construction lasted from the year 1468 to the year 14,The construction lasted from the year 1401 to the year 14,68
The trial lasted from the year 1627 to the year 16,The trial lasted from the year 1601 to the year 16,27
The quest lasted from the year 1530 to the year 15,The quest lasted from the year 1501 to the year 15,30
The work lasted from the year 1475 to the year 14,The work lasted from the year 1401 to the year 14,75
The contract lasted from the year 1768 to the year 17,The contract lasted from the year 1701 to the year 17,68
The process lasted from the year 1797 to the year 17,The process lasted from the year 1701 to the year 17,97
The case lasted from the year 1445 to the year 14,The case lasted from the year 1401 to the year 14,45
The testing lasted from the year 1789 to the year 17,The testing lasted from the year 1701 to the year 17,89
The work lasted from the year 1611 to the year 16,The work lasted from the year 1601 to the year 16,11
The riot lasted from the year 1675 to the year 16,The riot lasted from the year 1601 to the year 16,75
The fall lasted from the year 1741 to the year 17,The fall lasted from the year 1701 to the year 17,41
The employment lasted from the year 1313 to the year 13,The employment lasted from the year 1301 to the year 13,13
The employment lasted from the year 1764 to the year 17,The employment lasted from the year 1701 to the year 17,64
The progress lasted from the year 1707 to the year 17,The progress lasted from the year 1701 to the year 17,7
The test lasted from the year 1456 to the year 14,The test lasted from the year 1401 to the year 14,56
The reign lasted from the year 1456 to the year 14,The reign lasted from the year 1401 to the year 14,56
The agreement lasted from the year 1708 to the year 17,The agreement lasted from the year 1701 to the year 17,8
The exchange lasted from the year 1456 to the year 14,The exchange lasted from the year 1401 to the year 14,56
The development lasted from the year 1580 to the year 15,The development lasted from the year 1501 to the year 15,80
The growth lasted from the year 1234 to the year 12,The growth lasted from the year 1201 to the year 12,34
The development lasted from the year 1454 to the year 14,The development lasted from the year 1401 to the year 14,54
The program lasted from the year 1552 to the year 15,The program lasted from the year 1501 to the year 15,52
The plan lasted from the year 1285 to the year 12,The plan lasted from the year 1201 to the year 12,85
The study lasted from the year 1650 to the year 16,The study lasted from the year 1601 to the year 16,50
The growth lasted from the year 1755 to the year 17,The growth lasted from the year 1701 to the year 17,55
The relationship lasted from the year 1570 to the year 15,The relationship lasted from the year 1501 to the year 15,70
The work lasted from the year 1563 to the year 15,The work lasted from the year 1501 to the year 15,63
The construction lasted from the year 1340 to the year 13,The construction lasted from the year 1301 to the year 13,40
The test lasted from the year 1229 to the year 12,The test lasted from the year 1201 to the year 12,29
The tour lasted from the year 1705 to the year 17,The tour lasted from the year 1701 to the year 17,5
The plan lasted from the year 1752 to the year 17,The plan lasted from the year 1701 to the year 17,52
The deal lasted from the year 1745 to the year 17,The deal lasted from the year 1701 to the year 17,45
The existence lasted from the year 1629 to the year 16,The existence lasted from the year 1601 to the year 16,29
The study lasted from the year 1493 to the year 14,The study lasted from the year 1401 to the year 14,93
The tests lasted from the year 1721 to the year 17,The tests lasted from the year 1701 to the year 17,21
The project lasted from the year 1693 to the year 16,The project lasted from the year 1601 to the year 16,93
The attack lasted from the year 1640 to the year 16,The attack lasted from the year 1601 to the year 16,40
The progress lasted from the year 1330 to the year 13,The progress lasted from the year 1301 to the year 13,30
The case lasted from the year 1289 to the year 12,The case lasted from the year 1201 to the year 12,89
The existence lasted from the year 1591 to the year 15,The existence lasted from the year 1501 to the year 15,91
The order lasted from the year 1277 to the year 12,The order lasted from the year 1201 to the year 12,77
The tour lasted from the year 1497 to the year 14,The tour lasted from the year 1401 to the year 14,97
The growth lasted from the year 1465 to the year 14,The growth lasted from the year 1401 to the year 14,65
The rise lasted from the year 1473 to the year 14,The rise lasted from the year 1401 to the year 14,73
The challenge lasted from the year 1243 to the year 12,The challenge lasted from the year 1201 to the year 12,43
The testing lasted from the year 1729 to the year 17,The testing lasted from the year 1701 to the year 17,29
The plan lasted from the year 1490 to the year 14,The plan lasted from the year 1401 to the year 14,90
The challenge lasted from the year 1452 to the year 14,The challenge lasted from the year 1401 to the year 14,52
The impact lasted from the year 1662 to the year 16,The impact lasted from the year 1601 to the year 16,62
The attack lasted from the year 1651 to the year 16,The attack lasted from the year 1601 to the year 16,51
The campaign lasted from the year 1439 to the year 14,The campaign lasted from the year 1401 to the year 14,39
The process lasted from the year 1216 to the year 12,The process lasted from the year 1201 to the year 12,16
The contract lasted from the year 1686 to the year 16,The contract lasted from the year 1601 to the year 16,86
The coma lasted from the year 1311 to the year 13,The coma lasted from the year 1301 to the year 13,11
The case lasted from the year 1315 to the year 13,The case lasted from the year 1301 to the year 13,15
The attack lasted from the year 1666 to the year 16,The attack lasted from the year 1601 to the year 16,66
The existence lasted from the year 1664 to the year 16,The existence lasted from the year 1601 to the year 16,64
The rule lasted from the year 1225 to the year 12,The rule lasted from the year 1201 to the year 12,25
The growth lasted from the year 1742 to the year 17,The growth lasted from the year 1701 to the year 17,42
The construction lasted from the year 1744 to the year 17,The construction lasted from the year 1701 to the year 17,44
The fall lasted from the year 1287 to the year 12,The fall lasted from the year 1201 to the year 12,87
The tour lasted from the year 1280 to the year 12,The tour lasted from the year 1201 to the year 12,80
The operation lasted from the year 1671 to the year 16,The operation lasted from the year 1601 to the year 16,71
The testing lasted from the year 1215 to the year 12,The testing lasted from the year 1201 to the year 12,15
The study lasted from the year 1319 to the year 13,The study lasted from the year 1301 to the year 13,19
The order lasted from the year 1480 to the year 14,The order lasted from the year 1401 to the year 14,80
The progress lasted from the year 1738 to the year 17,The progress lasted from the year 1701 to the year 17,38
The process lasted from the year 1444 to the year 14,The process lasted from the year 1401 to the year 14,44
The practice lasted from the year 1755 to the year 17,The practice lasted from the year 1701 to the year 17,55
The quest lasted from the year 1487 to the year 14,The quest lasted from the year 1401 to the year 14,87
The development lasted from the year 1689 to the year 16,The development lasted from the year 1601 to the year 16,89
The project lasted from the year 1698 to the year 16,The project lasted from the year 1601 to the year 16,98
The effect lasted from the year 1753 to the year 17,The effect lasted from the year 1701 to the year 17,53
The tests lasted from the year 1224 to the year 12,The tests lasted from the year 1201 to the year 12,24
The coma lasted from the year 1751 to the year 17,The coma lasted from the year 1701 to the year 17,51
The fall lasted from the year 1725 to the year 17,The fall lasted from the year 1701 to the year 17,25
The growth lasted from the year 1727 to the year 17,The growth lasted from the year 1701 to the year 17,27
The quest lasted from the year 1534 to the year 15,The quest lasted from the year 1501 to the year 15,34
The campaign lasted from the year 1294 to the year 12,The campaign lasted from the year 1201 to the year 12,94
The existence lasted from the year 1728 to the year 17,The existence lasted from the year 1701 to the year 17,28
The program lasted from the year 1724 to the year 17,The program lasted from the year 1701 to the year 17,24
The rise lasted from the year 1794 to the year 17,The rise lasted from the year 1701 to the year 17,94
The quest lasted from the year 1245 to the year 12,The quest lasted from the year 1201 to the year 12,45
The accord lasted from the year 1726 to the year 17,The accord lasted from the year 1701 to the year 17,26
The process lasted from the year 1228 to the year 12,The process lasted from the year 1201 to the year 12,28
The plan lasted from the year 1240 to the year 12,The plan lasted from the year 1201 to the year 12,40
The deal lasted from the year 1677 to the year 16,The deal lasted from the year 1601 to the year 16,77
The riot lasted from the year 1658 to the year 16,The riot lasted from the year 1601 to the year 16,58
The project lasted from the year 1691 to the year 16,The project lasted from the year 1601 to the year 16,91
The fall lasted from the year 1281 to the year 12,The fall lasted from the year 1201 to the year 12,81
The relationship lasted from the year 1249 to the year 12,The relationship lasted from the year 1201 to the year 12,49
The work lasted from the year 1619 to the year 16,The work lasted from the year 1601 to the year 16,19
The tour lasted from the year 1572 to the year 15,The tour lasted from the year 1501 to the year 15,72
The riot lasted from the year 1427 to the year 14,The riot lasted from the year 1401 to the year 14,27
The growth lasted from the year 1706 to the year 17,The growth lasted from the year 1701 to the year 17,6
The order lasted from the year 1225 to the year 12,The order lasted from the year 1201 to the year 12,25
The growth lasted from the year 1466 to the year 14,The growth lasted from the year 1401 to the year 14,66
The development lasted from the year 1429 to the year 14,The development lasted from the year 1401 to the year 14,29
The contact lasted from the year 1698 to the year 16,The contact lasted from the year 1601 to the year 16,98
The tests lasted from the year 1707 to the year 17,The tests lasted from the year 1701 to the year 17,7
The fall lasted from the year 1781 to the year 17,The fall lasted from the year 1701 to the year 17,81
The shift lasted from the year 1446 to the year 14,The shift lasted from the year 1401 to the year 14,46
The trial lasted from the year 1459 to the year 14,The trial lasted from the year 1401 to the year 14,59
The accord lasted from the year 1795 to the year 17,The accord lasted from the year 1701 to the year 17,95
The growth lasted from the year 1497 to the year 14,The growth lasted from the year 1401 to the year 14,97
The riot lasted from the year 1594 to the year 15,The riot lasted from the year 1501 to the year 15,94
The construction lasted from the year 1112 to the year 11,The construction lasted from the year 1101 to the year 11,12
The process lasted from the year 1709 to the year 17,The process lasted from the year 1701 to the year 17,9
The rise lasted from the year 1692 to the year 16,The rise lasted from the year 1601 to the year 16,92
The accord lasted from the year 1725 to the year 17,The accord lasted from the year 1701 to the year 17,25
The fall lasted from the year 1558 to the year 15,The fall lasted from the year 1501 to the year 15,58
The rise lasted from the year 1616 to the year 16,The rise lasted from the year 1601 to the year 16,16
The accord lasted from the year 1587 to the year 15,The accord lasted from the year 1501 to the year 15,87
The challenge lasted from the year 1537 to the year 15,The challenge lasted from the year 1501 to the year 15,37
The study lasted from the year 1425 to the year 14,The study lasted from the year 1401 to the year 14,25
The rise lasted from the year 1705 to the year 17,The rise lasted from the year 1701 to the year 17,5
The reign lasted from the year 1727 to the year 17,The reign lasted from the year 1701 to the year 17,27
The campaign lasted from the year 1518 to the year 15,The campaign lasted from the year 1501 to the year 15,18
The program lasted from the year 1767 to the year 17,The program lasted from the year 1701 to the year 17,67
The operation lasted from the year 1493 to the year 14,The operation lasted from the year 1401 to the year 14,93
The employment lasted from the year 1705 to the year 17,The employment lasted from the year 1701 to the year 17,5
The plan lasted from the year 1474 to the year 14,The plan lasted from the year 1401 to the year 14,74
The program lasted from the year 1788 to the year 17,The program lasted from the year 1701 to the year 17,88
The fall lasted from the year 1588 to the year 15,The fall lasted from the year 1501 to the year 15,88
The accord lasted from the year 1685 to the year 16,The accord lasted from the year 1601 to the year 16,85
The trial lasted from the year 1436 to the year 14,The trial lasted from the year 1401 to the year 14,36
The shift lasted from the year 1765 to the year 17,The shift lasted from the year 1701 to the year 17,65
The plan lasted from the year 1709 to the year 17,The plan lasted from the year 1701 to the year 17,9
The trial lasted from the year 1704 to the year 17,The trial lasted from the year 1701 to the year 17,4
The program lasted from the year 1542 to the year 15,The program lasted from the year 1501 to the year 15,42
The study lasted from the year 1559 to the year 15,The study lasted from the year 1501 to the year 15,59
The development lasted from the year 1446 to the year 14,The development lasted from the year 1401 to the year 14,46
The riot lasted from the year 1491 to the year 14,The riot lasted from the year 1401 to the year 14,91
The order lasted from the year 1437 to the year 14,The order lasted from the year 1401 to the year 14,37
The study lasted from the year 1527 to the year 15,The study lasted from the year 1501 to the year 15,27
The exchange lasted from the year 1522 to the year 15,The exchange lasted from the year 1501 to the year 15,22
The rule lasted from the year 1781 to the year 17,The rule lasted from the year 1701 to the year 17,81
The case lasted from the year 1663 to the year 16,The case lasted from the year 1601 to the year 16,63
The project lasted from the year 1650 to the year 16,The project lasted from the year 1601 to the year 16,50
The campaign lasted from the year 1570 to the year 15,The campaign lasted from the year 1501 to the year 15,70
The existence lasted from the year 1242 to the year 12,The existence lasted from the year 1201 to the year 12,42
The challenge lasted from the year 1236 to the year 12,The challenge lasted from the year 1201 to the year 12,36
The contract lasted from the year 1456 to the year 14,The contract lasted from the year 1401 to the year 14,56
The operation lasted from the year 1718 to the year 17,The operation lasted from the year 1701 to the year 17,18
The contact lasted from the year 1267 to the year 12,The contact lasted from the year 1201 to the year 12,67
The impact lasted from the year 1466 to the year 14,The impact lasted from the year 1401 to the year 14,66
The test lasted from the year 1249 to the year 12,The test lasted from the year 1201 to the year 12,49
The contract lasted from the year 1470 to the year 14,The contract lasted from the year 1401 to the year 14,70
The contact lasted from the year 1274 to the year 12,The contact lasted from the year 1201 to the year 12,74
The contract lasted from the year 1493 to the year 14,The contract lasted from the year 1401 to the year 14,93
The construction lasted from the year 1276 to the year 12,The construction lasted from the year 1201 to the year 12,76
The rise lasted from the year 1725 to the year 17,The rise lasted from the year 1701 to the year 17,25
The project lasted from the year 1546 to the year 15,The project lasted from the year 1501 to the year 15,46
The fall lasted from the year 1214 to the year 12,The fall lasted from the year 1201 to the year 12,14
The development lasted from the year 1725 to the year 17,The development lasted from the year 1701 to the year 17,25
The test lasted from the year 1248 to the year 12,The test lasted from the year 1201 to the year 12,48
The shift lasted from the year 1754 to the year 17,The shift lasted from the year 1701 to the year 17,54
The challenge lasted from the year 1706 to the year 17,The challenge lasted from the year 1701 to the year 17,6
The construction lasted from the year 1465 to the year 14,The construction lasted from the year 1401 to the year 14,65
The testing lasted from the year 1453 to the year 14,The testing lasted from the year 1401 to the year 14,53
The deal lasted from the year 1740 to the year 17,The deal lasted from the year 1701 to the year 17,40
The trip lasted from the year 1661 to the year 16,The trip lasted from the year 1601 to the year 16,61
The impact lasted from the year 1443 to the year 14,The impact lasted from the year 1401 to the year 14,43
The construction lasted from the year 1270 to the year 12,The construction lasted from the year 1201 to the year 12,70
The trip lasted from the year 1725 to the year 17,The trip lasted from the year 1701 to the year 17,25
The agreement lasted from the year 1455 to the year 14,The agreement lasted from the year 1401 to the year 14,55
The coma lasted from the year 1473 to the year 14,The coma lasted from the year 1401 to the year 14,73
The test lasted from the year 1705 to the year 17,The test lasted from the year 1701 to the year 17,5
The development lasted from the year 1279 to the year 12,The development lasted from the year 1201 to the year 12,79
The quest lasted from the year 1428 to the year 14,The quest lasted from the year 1401 to the year 14,28
The plan lasted from the year 1664 to the year 16,The plan lasted from the year 1601 to the year 16,64
The project lasted from the year 1522 to the year 15,The project lasted from the year 1501 to the year 15,22
The reign lasted from the year 1249 to the year 12,The reign lasted from the year 1201 to the year 12,49
The employment lasted from the year 1705 to the year 17,The employment lasted from the year 1701 to the year 17,5
The riot lasted from the year 1711 to the year 17,The riot lasted from the year 1701 to the year 17,11
The operation lasted from the year 1247 to the year 12,The operation lasted from the year 1201 to the year 12,47
The effect lasted from the year 1237 to the year 12,The effect lasted from the year 1201 to the year 12,37
The contact lasted from the year 1266 to the year 12,The contact lasted from the year 1201 to the year 12,66
The contract lasted from the year 1534 to the year 15,The contract lasted from the year 1501 to the year 15,34
The accord lasted from the year 1771 to the year 17,The accord lasted from the year 1701 to the year 17,71
The shift lasted from the year 1447 to the year 14,The shift lasted from the year 1401 to the year 14,47
The project lasted from the year 1722 to the year 17,The project lasted from the year 1701 to the year 17,22
The contact lasted from the year 1782 to the year 17,The contact lasted from the year 1701 to the year 17,82
The growth lasted from the year 1581 to the year 15,The growth lasted from the year 1501 to the year 15,81
The trip lasted from the year 1788 to the year 17,The trip lasted from the year 1701 to the year 17,88
The attack lasted from the year 1716 to the year 17,The attack lasted from the year 1701 to the year 17,16
The test lasted from the year 1227 to the year 12,The test lasted from the year 1201 to the year 12,27
The shift lasted from the year 1677 to the year 16,The shift lasted from the year 1601 to the year 16,77
The tour lasted from the year 1235 to the year 12,The tour lasted from the year 1201 to the year 12,35
The construction lasted from the year 1315 to the year 13,The construction lasted from the year 1301 to the year 13,15
The growth lasted from the year 1274 to the year 12,The growth lasted from the year 1201 to the year 12,74
The rise lasted from the year 1260 to the year 12,The rise lasted from the year 1201 to the year 12,60
The study lasted from the year 1566 to the year 15,The study lasted from the year 1501 to the year 15,66
The impact lasted from the year 1547 to the year 15,The impact lasted from the year 1501 to the year 15,47
The growth lasted from the year 1464 to the year 14,The growth lasted from the year 1401 to the year 14,64
The study lasted from the year 1762 to the year 17,The study lasted from the year 1701 to the year 17,62
The employment lasted from the year 1742 to the year 17,The employment lasted from the year 1701 to the year 17,42
The order lasted from the year 1218 to the year 12,The order lasted from the year 1201 to the year 12,18
The tour lasted from the year 1226 to the year 12,The tour lasted from the year 1201 to the year 12,26
The rule lasted from the year 1581 to the year 15,The rule lasted from the year 1501 to the year 15,81
The relationship lasted from the year 1485 to the year 14,The relationship lasted from the year 1401 to the year 14,85
The rise lasted from the year 1415 to the year 14,The rise lasted from the year 1401 to the year 14,15
The agreement lasted from the year 1224 to the year 12,The agreement lasted from the year 1201 to the year 12,24
The relationship lasted from the year 1264 to the year 12,The relationship lasted from the year 1201 to the year 12,64
The relationship lasted from the year 1416 to the year 14,The relationship lasted from the year 1401 to the year 14,16
The impact lasted from the year 1558 to the year 15,The impact lasted from the year 1501 to the year 15,58
The reign lasted from the year 1229 to the year 12,The reign lasted from the year 1201 to the year 12,29
The campaign lasted from the year 1237 to the year 12,The campaign lasted from the year 1201 to the year 12,37
The development lasted from the year 1549 to the year 15,The development lasted from the year 1501 to the year 15,49
The rule lasted from the year 1511 to the year 15,The rule lasted from the year 1501 to the year 15,11
The existence lasted from the year 1218 to the year 12,The existence lasted from the year 1201 to the year 12,18
The coma lasted from the year 1274 to the year 12,The coma lasted from the year 1201 to the year 12,74
The study lasted from the year 1559 to the year 15,The study lasted from the year 1501 to the year 15,59
The contact lasted from the year 1709 to the year 17,The contact lasted from the year 1701 to the year 17,9
The work lasted from the year 1719 to the year 17,The work lasted from the year 1701 to the year 17,19
The development lasted from the year 1315 to the year 13,The development lasted from the year 1301 to the year 13,15
The process lasted from the year 1310 to the year 13,The process lasted from the year 1301 to the year 13,10
The attack lasted from the year 1413 to the year 14,The attack lasted from the year 1401 to the year 14,13
The impact lasted from the year 1473 to the year 14,The impact lasted from the year 1401 to the year 14,73
The growth lasted from the year 1767 to the year 17,The growth lasted from the year 1701 to the year 17,67
The shift lasted from the year 1426 to the year 14,The shift lasted from the year 1401 to the year 14,26
The rise lasted from the year 1695 to the year 16,The rise lasted from the year 1601 to the year 16,95
The exchange lasted from the year 1511 to the year 15,The exchange lasted from the year 1501 to the year 15,11
The accord lasted from the year 1549 to the year 15,The accord lasted from the year 1501 to the year 15,49
The campaign lasted from the year 1316 to the year 13,The campaign lasted from the year 1301 to the year 13,16
The reign lasted from the year 1234 to the year 12,The reign lasted from the year 1201 to the year 12,34
The reign lasted from the year 1545 to the year 15,The reign lasted from the year 1501 to the year 15,45
The process lasted from the year 1518 to the year 15,The process lasted from the year 1501 to the year 15,18
The accord lasted from the year 1284 to the year 12,The accord lasted from the year 1201 to the year 12,84
The test lasted from the year 1734 to the year 17,The test lasted from the year 1701 to the year 17,34
The study lasted from the year 1497 to the year 14,The study lasted from the year 1401 to the year 14,97
The existence lasted from the year 1794 to the year 17,The existence lasted from the year 1701 to the year 17,94
The process lasted from the year 1723 to the year 17,The process lasted from the year 1701 to the year 17,23
The effect lasted from the year 1714 to the year 17,The effect lasted from the year 1701 to the year 17,14
The quest lasted from the year 1652 to the year 16,The quest lasted from the year 1601 to the year 16,52
The progress lasted from the year 1733 to the year 17,The progress lasted from the year 1701 to the year 17,33
The tests lasted from the year 1455 to the year 14,The tests lasted from the year 1401 to the year 14,55
The rule lasted from the year 1112 to the year 11,The rule lasted from the year 1101 to the year 11,12
The impact lasted from the year 1222 to the year 12,The impact lasted from the year 1201 to the year 12,22
The agreement lasted from the year 1659 to the year 16,The agreement lasted from the year 1601 to the year 16,59
The reign lasted from the year 1270 to the year 12,The reign lasted from the year 1201 to the year 12,70
The operation lasted from the year 1703 to the year 17,The operation lasted from the year 1701 to the year 17,3
The trip lasted from the year 1414 to the year 14,The trip lasted from the year 1401 to the year 14,14
The study lasted from the year 1727 to the year 17,The study lasted from the year 1701 to the year 17,27
The fall lasted from the year 1780 to the year 17,The fall lasted from the year 1701 to the year 17,80
The process lasted from the year 1572 to the year 15,The process lasted from the year 1501 to the year 15,72
The quest lasted from the year 1526 to the year 15,The quest lasted from the year 1501 to the year 15,26
The study lasted from the year 1590 to the year 15,The study lasted from the year 1501 to the year 15,90
The existence lasted from the year 1283 to the year 12,The existence lasted from the year 1201 to the year 12,83
The trial lasted from the year 1706 to the year 17,The trial lasted from the year 1701 to the year 17,6
The exchange lasted from the year 1461 to the year 14,The exchange lasted from the year 1401 to the year 14,61
The quest lasted from the year 1690 to the year 16,The quest lasted from the year 1601 to the year 16,90
The development lasted from the year 1709 to the year 17,The development lasted from the year 1701 to the year 17,9
The growth lasted from the year 1580 to the year 15,The growth lasted from the year 1501 to the year 15,80
The work lasted from the year 1514 to the year 15,The work lasted from the year 1501 to the year 15,14
The fall lasted from the year 1660 to the year 16,The fall lasted from the year 1601 to the year 16,60
The coma lasted from the year 1311 to the year 13,The coma lasted from the year 1301 to the year 13,11
The study lasted from the year 1705 to the year 17,The study lasted from the year 1701 to the year 17,5
The deal lasted from the year 1716 to the year 17,The deal lasted from the year 1701 to the year 17,16
The tests lasted from the year 1673 to the year 16,The tests lasted from the year 1601 to the year 16,73
The order lasted from the year 1483 to the year 14,The order lasted from the year 1401 to the year 14,83
The study lasted from the year 1432 to the year 14,The study lasted from the year 1401 to the year 14,32
The attack lasted from the year 1441 to the year 14,The attack lasted from the year 1401 to the year 14,41
The plan lasted from the year 1578 to the year 15,The plan lasted from the year 1501 to the year 15,78
The reign lasted from the year 1547 to the year 15,The reign lasted from the year 1501 to the year 15,47
